file_name,sheet_name,sheet_rows,sheet_cols,sheet_exported,output_csv
Submission_Build_v4.2/01_Product_QMS/Uroflow_Claims_Guardrails_Checklist_v1.0.xlsx,Summary,3,1,yes,
Submission_Build_v4.2/01_Product_QMS/Uroflow_Claims_Guardrails_Checklist_v1.0.xlsx,Guardrails_RU,10,8,yes,
Submission_Build_v4.2/01_Product_QMS/Uroflow_Claims_Guardrails_Checklist_v1.0.xlsx,Guardrails_EN,10,8,yes,
Submission_Build_v4.2/01_Product_QMS/Uroflow_Claims_Guardrails_Checklist_v1.0.xlsx,Summary,3,1,yes,sheets/Submission_Build_v4.2_01_Product_QMS_Uroflow_Claims_Guardrails_Checklist_v1.0__Summary.csv
Submission_Build_v4.2/01_Product_QMS/Uroflow_Claims_Guardrails_Checklist_v1.0.xlsx,Guardrails_RU,10,8,yes,sheets/Submission_Build_v4.2_01_Product_QMS_Uroflow_Claims_Guardrails_Checklist_v1.0__Guardrails_RU.csv
Submission_Build_v4.2/01_Product_QMS/Uroflow_Claims_Guardrails_Checklist_v1.0.xlsx,Guardrails_EN,10,8,yes,sheets/Submission_Build_v4.2_01_Product_QMS_Uroflow_Claims_Guardrails_Checklist_v1.0__Guardrails_EN.csv
Submission_Build_v4.2/01_Product_QMS/Uroflow_DesignControls_DHF_Execution_Tracker_v1.0.xlsx,Key_Deliverables,12,6,no,
Submission_Build_v4.2/01_Product_QMS/Uroflow_DesignControls_DHF_Execution_Tracker_v1.0.xlsx,Traceability_Stub,7,6,no,
Submission_Build_v4.2/01_Product_QMS/Uroflow_QMS_Document_Register_v1.0.xlsx,Document_Register,124,12,yes,
Submission_Build_v4.2/01_Product_QMS/Uroflow_QMS_Document_Register_v1.0.xlsx,Document_Register,124,12,yes,sheets/Submission_Build_v4.2_01_Product_QMS_Uroflow_QMS_Document_Register_v1.0__Document_Register.csv
Submission_Build_v4.2/01_Product_QMS/Uroflow_QMS_Training_Matrix_v1.0.xlsx,Training_Matrix,11,8,no,
Submission_Build_v4.2/08_Privacy_and_Security/Privacy/Uroflow_OnDevice_Privacy_Guardrails_Test_Cases_v1.0.xlsx,TestCases,13,8,yes,
Submission_Build_v4.2/08_Privacy_and_Security/Privacy/Uroflow_OnDevice_Privacy_Guardrails_Test_Cases_v1.0.xlsx,Config,6,3,yes,
Submission_Build_v4.2/08_Privacy_and_Security/Privacy/Uroflow_OnDevice_Privacy_Guardrails_Test_Cases_v1.0.xlsx,TestCases,13,8,yes,sheets/Submission_Build_v4.2_08_Privacy_and_Security_Privacy_Uroflow_OnDevice_Privacy_Guardrails_Test_Cases_v1.0__TestCases.csv
Submission_Build_v4.2/08_Privacy_and_Security/Privacy/Uroflow_OnDevice_Privacy_Guardrails_Test_Cases_v1.0.xlsx,Config,6,3,yes,sheets/Submission_Build_v4.2_08_Privacy_and_Security_Privacy_Uroflow_OnDevice_Privacy_Guardrails_Test_Cases_v1.0__Config.csv
Submission_Build_v4.2/08_Privacy_and_Security/Privacy/Uroflow_Privacy_ContentGuardrails_v2_Test_Cases_v1.0.xlsx,Test_Cases,8,7,yes,
Submission_Build_v4.2/08_Privacy_and_Security/Privacy/Uroflow_Privacy_ContentGuardrails_v2_Test_Cases_v1.0.xlsx,Default_Config,9,3,yes,
Submission_Build_v4.2/08_Privacy_and_Security/Privacy/Uroflow_Privacy_ContentGuardrails_v2_Test_Cases_v1.0.xlsx,Test_Cases,8,7,yes,sheets/Submission_Build_v4.2_08_Privacy_and_Security_Privacy_Uroflow_Privacy_ContentGuardrails_v2_Test_Cases_v1.0__Test_Cases.csv
Submission_Build_v4.2/08_Privacy_and_Security/Privacy/Uroflow_Privacy_ContentGuardrails_v2_Test_Cases_v1.0.xlsx,Default_Config,9,3,yes,sheets/Submission_Build_v4.2_08_Privacy_and_Security_Privacy_Uroflow_Privacy_ContentGuardrails_v2_Test_Cases_v1.0__Default_Config.csv
Submission_Build_v4.2/15_Dataset_Model_Release/Uroflow_DHF_Freeze_Event_Log_Template_v1.0.xlsx,FreezeEvents,1,13,yes,
Submission_Build_v4.2/15_Dataset_Model_Release/Uroflow_DHF_Freeze_Event_Log_Template_v1.0.xlsx,FreezeEvents,1,13,yes,sheets/Submission_Build_v4.2_15_Dataset_Model_Release_Uroflow_DHF_Freeze_Event_Log_Template_v1.0__FreezeEvents.csv
Submission_Build_v4.2/15_Dataset_Model_Release/Uroflow_Pilot_Freeze_Kit_Template_v1.0.xlsx,Freeze_Kit,47,5,yes,
Submission_Build_v4.2/15_Dataset_Model_Release/Uroflow_Pilot_Freeze_Kit_Template_v1.0.xlsx,Freeze_Kit,47,5,yes,sheets/Submission_Build_v4.2_15_Dataset_Model_Release_Uroflow_Pilot_Freeze_Kit_Template_v1.0__Freeze_Kit.csv
Submission_Build_v4.2/18_Golden_Dataset_MultiSite/Logs/Uroflow_Reference_Device_Qualification_Log_v1.0.xlsx,RefDeviceQual,2,12,no,
Submission_Build_v4.2/18_Golden_Dataset_MultiSite/Logs/Uroflow_Site_Qualification_Log_v1.0.xlsx,SiteQualification,2,9,no,
Submission_Build_v4.2/18_Golden_Dataset_MultiSite/Logs/Uroflow_Training_Attendance_Log_v1.0.xlsx,Training,2,8,no,
Submission_Build_v4.2/18_Golden_Dataset_MultiSite/Site_Onboarding/Uroflow_Site_Feasibility_Questionnaire_v1.0.xlsx,Feasibility,2,19,no,
Submission_Build_v4.2/18_Golden_Dataset_MultiSite/Templates/Uroflow_Golden_Dataset_Coverage_Targets_Tracker_v1.0.xlsx,Targets,9,6,yes,
Submission_Build_v4.2/18_Golden_Dataset_MultiSite/Templates/Uroflow_Golden_Dataset_Coverage_Targets_Tracker_v1.0.xlsx,Targets,9,6,yes,sheets/Submission_Build_v4.2_18_Golden_Dataset_MultiSite_Templates_Uroflow_Golden_Dataset_Coverage_Targets_Tracker_v1.0__Targets.csv
Submission_Build_v4.2/18_Golden_Dataset_MultiSite/Templates/Uroflow_Golden_Dataset_Weekly_Report_Template_v1.0.xlsx,WeeklyReport,2,11,yes,
Submission_Build_v4.2/18_Golden_Dataset_MultiSite/Templates/Uroflow_Golden_Dataset_Weekly_Report_Template_v1.0.xlsx,WeeklyReport,2,11,yes,sheets/Submission_Build_v4.2_18_Golden_Dataset_MultiSite_Templates_Uroflow_Golden_Dataset_Weekly_Report_Template_v1.0__WeeklyReport.csv
Submission_Build_v4.2/19_Ethics_Submission_Packs/Ethics_Submission_Pack_Index_v1.0.xlsx,Instructions,13,1,yes,
Submission_Build_v4.2/19_Ethics_Submission_Packs/Ethics_Submission_Pack_Index_v1.0.xlsx,RU_EC,10,8,yes,
Submission_Build_v4.2/19_Ethics_Submission_Packs/Ethics_Submission_Pack_Index_v1.0.xlsx,EU_Ethics,10,8,yes,
Submission_Build_v4.2/19_Ethics_Submission_Packs/Ethics_Submission_Pack_Index_v1.0.xlsx,US_IRB,10,8,yes,
Submission_Build_v4.2/19_Ethics_Submission_Packs/Ethics_Submission_Pack_Index_v1.0.xlsx,Instructions,13,1,yes,sheets/Submission_Build_v4.2_19_Ethics_Submission_Packs_Ethics_Submission_Pack_Index_v1.0__Instructions.csv
Submission_Build_v4.2/19_Ethics_Submission_Packs/Ethics_Submission_Pack_Index_v1.0.xlsx,RU_EC,10,8,yes,sheets/Submission_Build_v4.2_19_Ethics_Submission_Packs_Ethics_Submission_Pack_Index_v1.0__RU_EC.csv
Submission_Build_v4.2/19_Ethics_Submission_Packs/Ethics_Submission_Pack_Index_v1.0.xlsx,EU_Ethics,10,8,yes,sheets/Submission_Build_v4.2_19_Ethics_Submission_Packs_Ethics_Submission_Pack_Index_v1.0__EU_Ethics.csv
Submission_Build_v4.2/19_Ethics_Submission_Packs/Ethics_Submission_Pack_Index_v1.0.xlsx,US_IRB,10,8,yes,sheets/Submission_Build_v4.2_19_Ethics_Submission_Packs_Ethics_Submission_Pack_Index_v1.0__US_IRB.csv
