file_name,paragraph_count,table_count,heading_count,heading_preview
Submission_Build_v4.2/18_Golden_Dataset_MultiSite/EDC_Integration/Uroflow_Golden_Dataset_EDC_Export_Spec_v1.0_EN.docx,10,2,3,Purpose | Minimum fields | Transform rules
Submission_Build_v4.2/18_Golden_Dataset_MultiSite/EDC_Integration/Uroflow_Golden_Dataset_EDC_Export_Spec_v1.0_RU.docx,10,2,3,Цель | Минимальные поля | Правила преобразования
Submission_Build_v4.2/18_Golden_Dataset_MultiSite/Protocol/Uroflow_DatasetRelease_Readiness_GoNoGo_Checklist_v1.0_EN.docx,19,2,4,Purpose | Pre-freeze gates | Data integrity | Decision
Submission_Build_v4.2/18_Golden_Dataset_MultiSite/Protocol/Uroflow_DatasetRelease_Readiness_GoNoGo_Checklist_v1.0_RU.docx,19,2,4,Цель | Pre-freeze gates | Целостность данных | Решение
Submission_Build_v4.2/18_Golden_Dataset_MultiSite/Protocol/Uroflow_Golden_Dataset_MultiSite_Protocol_v1.0_EN.docx,36,4,10,Purpose | Scope | Definitions | Roles and responsibilities | Inclusion of records | Per-record workflow (end-to-end) | Data artifacts (minimum required per record) | Annotation rules (minimum) | Acceptance criteria and freeze gates | Change control
Submission_Build_v4.2/18_Golden_Dataset_MultiSite/Protocol/Uroflow_Golden_Dataset_MultiSite_Protocol_v1.0_RU.docx,36,4,10,Цель | Область применения | Определения | Роли и ответственность | Критерии включения записей | Workflow одной записи (end-to-end) | Артефакты данных (минимум на запись) | Правила разметки (минимум) | Критерии приемки и freeze gates | Управление изменениями
Submission_Build_v4.2/18_Golden_Dataset_MultiSite/Protocol/Uroflow_Reference_Uroflowmeter_Qualification_SOP_v1.0_EN.docx,20,2,5,Purpose | When to qualify | Required materials | Procedure | Documentation
Submission_Build_v4.2/18_Golden_Dataset_MultiSite/Protocol/Uroflow_Reference_Uroflowmeter_Qualification_SOP_v1.0_RU.docx,20,2,5,Цель | Когда проводить квалификацию | Материалы | Процедура | Документирование
Submission_Build_v4.2/18_Golden_Dataset_MultiSite/Site_Onboarding/Uroflow_Site_Onboarding_Checklist_v1.0_EN.docx,20,1,4,Overview | Pre-start requirements | Day-1 readiness | Ongoing
Submission_Build_v4.2/18_Golden_Dataset_MultiSite/Site_Onboarding/Uroflow_Site_Onboarding_Checklist_v1.0_RU.docx,20,1,4,Общее | Требования перед стартом | Готовность Дня 1 | Далее
Submission_Build_v4.2/18_Golden_Dataset_MultiSite/Site_Onboarding/Uroflow_Site_Training_Agenda_and_Materials_v1.0_EN.docx,13,2,3,Training objectives | Agenda (90-120 minutes) | Required evidence
Submission_Build_v4.2/18_Golden_Dataset_MultiSite/Site_Onboarding/Uroflow_Site_Training_Agenda_and_Materials_v1.0_RU.docx,13,2,3,Цели обучения | Повестка (90-120 минут) | Evidence обучения
Submission_Build_v4.2/19_Ethics_Submission_Packs/Uroflow_Ethics_Submission_Pack_Guide_v1.0_EN.docx,26,0,7,1. Intended use and claims guardrails | 2. What this pack contains | 3. Region-specific notes | 3.1 Russia (Ethics Committee) | 3.2 EU (Ethics + GDPR) | 3.3 US (IRB + HIPAA if applicable) | 4. How to use
Submission_Build_v4.2/19_Ethics_Submission_Packs/Uroflow_Ethics_Submission_Pack_Guide_v1.0_RU.docx,26,0,7,1. Guardrails по intended use/claims | 2. Состав пакета | 3. Региональные особенности | 3.1 Россия (ЭК) | 3.2 ЕС (ЭК + GDPR) | 3.3 США (IRB + HIPAA при необходимости) | 4. Порядок использования
