file_name,paragraph_count,table_count,heading_count,heading_preview
Submission_Build_v2.8/02_Algorithm_and_ML/Uroflow_ML_Training_Pipeline_Spec_v1.0.docx,39,0,17,ML Training & Validation Pipeline Specification | 1. Обзор системы и целей обучения | 2. Источники данных | 3. Структура данных и хранение | 4. Разметка (annotation) и требования к качеству ground truth | 5. Разделение на train/val/test | 6. Препроцессинг и извлечение признаков | 7. Архитектуры моделей и функции потерь | 7.1. Model A: event + quality | 7.2. Model B: Q(t) + uncertainty | 8. Sensor fusion и калибровка домена | 9. Аугментации
Submission_Build_v2.8/02_Algorithm_and_ML/Uroflow_Smartphone_Algorithm_Spec_v1.1_Fusion_CoreML.docx,53,11,19,"1. Цель и область применения | 2. Входы, выходы и частоты | 3. Синхронизация потоков данных | 4. Препроцессинг и признаки | 4.1 Audio features | 4.2 Video features (ROI воды) | 4.3 Depth/Geometry features | 5. Двухмодельная архитектура (рекомендуется) | 5.1 Model A: Event segmentation + Quality | 5.2 Model B: Flow regression + uncertainty | 6. Sensor fusion: математическая схема (вариант B2) | 7. Физический фильтр и ограничения"
Submission_Build_v2.8/03_Data_Golden_Dataset/Uroflow_Annotation_SOP_QA_v1.0.docx,90,5,14,1. Область применения | 2. Термины и сокращения | 3. Роли и ответственность | 4. Входные данные и структура записи | 5. Приватность и безопасность данных | 6. Инструменты аннотации | 7. Аннотируемые сущности (что размечаем) | 8. Правила определения t_start и t_end по Q_ref(t) | 9. Интермиттирующий поток и сегменты | 10. Артефакты и контекстные факторы | 11. Процесс аннотации (пошагово) | 12. QA и контроль качества
Submission_Build_v2.8/03_Data_Golden_Dataset/Uroflow_Dataset_Card_Template_v1.0_RU.docx,41,1,10,Dataset Card | 1. Идентификаторы | 2. Назначение и рекомендуемое использование | 3. Состав датасета | 4. Как собирались данные | 5. Разметка | 6. Контроль качества (QA) | 7. Приватность и ограничения | 8. Сплиты и leakage‑контроль | 9. Ссылки на артефакты
Submission_Build_v2.8/03_Data_Golden_Dataset/Uroflow_Golden_Dataset_Acquisition_SOP_v1.0_RU.docx,46,1,10,"1. Цель | 2. Роли и ответственность | 3. Оборудование и ПО | 4. Условия приватности | 5. Позиционирование iPhone (универсальный режим 'в воду') | 6. Синхронизация во времени (обязательное требование) | 7. Проведение записи | 8. Выгрузка и структура хранения | 9. QA проверки (на площадке, ежедневно) | 10. Отклонения и инциденты"
Submission_Build_v2.8/03_Data_Golden_Dataset/Uroflow_Golden_Dataset_Daily_QA_SOP_v1.0_EN.docx,27,3,7,1. Purpose | 2. Inputs and outputs | 3. Frequency and roles | 4. Automated checks (required) | 5. Manual review (sampling) | 6. CAPA triggers | 7. Daily Brief
Submission_Build_v2.8/03_Data_Golden_Dataset/Uroflow_Golden_Dataset_Daily_QA_SOP_v1.0_RU.docx,27,3,7,1. Цель | 2. Входы и выходы | 3. Частота и роли | 4. Автоматические проверки (обязательные) | 5. Ручной контроль (обязательная выборка) | 6. Триггеры CAPA | 7. Ежедневный отчет (Daily Brief)
Submission_Build_v2.8/03_Data_Golden_Dataset/Uroflow_Golden_Dataset_Plan_v1.0_RU.docx,92,1,17,1. Назначение | 2. Область применения | 3. Термины и определения | 4. Цели датасета | 5. Требуемое покрытие (состав и разнообразие) | 6. Требования к эталонному урофлоуметру | 7. Требования к записи iPhone | 8. Синхронизация и выравнивание по времени | 9. Разметка и метки | 9.1 Клинический эталон | 9.2 Протокол и условия | 9.3 Артефакты и качество
Submission_Build_v2.8/03_Data_Golden_Dataset/Uroflow_Smartphone_Algorithm_and_Dataset_Spec_v1.0.docx,116,3,25,1. Назначение документа | 2. Область применения и ограничения | 3. Термины и обозначения | 4. Конвейер системы (обзор) | 5. Сбор сенсоров и синхронизация времени | 6. Приватность и область анализа (ROI) | 7. Позиционирование и нормализация геометрии | 8. Предобработка и признаки | 8.1 Audio pipeline | 8.2 Video pipeline (ROI воды) | 8.3 Geometry/IMU features | 9. Модель A: детекция события и качество
Submission_Build_v2.8/04_Bench_Testing/Uroflow_Bench_SOP_BOM_v0.2.docx,59,1,18,Стендовые испытания: SOP + механика + BOM варианты | 1. Цель стенда и область применения | 2. Выходные сигналы и требования к эталону | 3. Архитектура стенда | 4. Механика и компоновка | 4.1. Рекомендуемые габариты | 4.2. Брызгозащита и защита электроники | 5. Варианты комплектации (Low/Mid/High) | 6. Электроника и соединения | 7. Калибровка | 7.1. Калибровка весового канала | 7.2. Плотность и температура
Submission_Build_v2.8/04_Bench_Testing/Uroflow_Bench_SOP_BOM_v1.0.docx,76,3,16,1. Назначение и область применения | 2. Краткая архитектура стенда | 3. Измерительные каналы и ключевые формулы | 4. Состав стенда (BOM) - кратко | 5. Сборка стенда | 5.1 Механическая часть | 5.2 Электроника и логирование | 6. Калибровка | 6.1 Калибровка весового канала (m(t)) | 6.2 Калибровка генератора потока | 6.3 Проверка синхронизации | 7. Процедура испытания (один прогон)
Submission_Build_v2.8/05_Clinical/Uroflow_Clinical_Monitoring_Plan_v1.0_EN.docx,57,0,14,1. Purpose and scope | 2. Roles and responsibilities | 3. Monitoring approach | 3.1 Critical study elements | 4. Types of monitoring visits | 5. Frequency and extent | 6. Source Data Verification (SDV) | 6.1 Mandatory SDV (100%) | 6.2 Sampling SDV | 7. Protocol deviations and CAPA | 8. Site training | 9. Monitoring reports
Submission_Build_v2.8/05_Clinical/Uroflow_Clinical_Monitoring_Plan_v1.0_RU.docx,57,0,14,1. Цель и область применения | 2. Определения и роли | 3. Подход к мониторингу | 3.1. Критические элементы | 4. Виды мониторинговых визитов | 5. Частота и объем мониторинга | 6. Source Data Verification (SDV) | 6.1. Обязательный SDV (100%) | 6.2. Выборочный SDV | 7. Управление отклонениями | 8. Обучение персонала | 9. Мониторинговые отчеты
Submission_Build_v2.8/05_Clinical/Uroflow_Clinical_Pilot_Site_Startup_Package_v1.0_RU.docx,62,1,15,1. Назначение | 2. Критерии выбора площадки | 3. Пакет на этику/IRB (чек-лист) | 4. Рекрутинг (пилот) | 4.1 Источники | 4.2 Скрипт приглашения (краткий) | 5. Подготовка персонала и обучение | 6. On-site SOP (одна процедура измерения) | 6.1 Перед началом | 6.2 Позиционирование телефона (AR-мастер) | 6.3 Запись и завершение | 6.4 Экспорт данных референса
Submission_Build_v2.8/05_Clinical/Uroflow_Clinical_Protocol_v1.0_EN.docx,99,3,35,1. Administrative information | 2. Abbreviations and definitions | 3. Background and objectives | 3.1 Background | 3.2 Objectives | 4. Endpoints | 4.1 Primary endpoints | 4.2 Secondary endpoints | 5. Study design | 5.1 Reference method | 5.2 Index test (smartphone app) | 6. Study population
Submission_Build_v2.8/05_Clinical/Uroflow_Clinical_Protocol_v1.0_RU.docx,101,3,36,1. Общая информация | 2. Сокращения и определения | 3. Обоснование и цели | 3.1. Обоснование | 3.2. Цели | 4. Конечные точки | 4.1. Первичные конечные точки | 4.2. Вторичные конечные точки | 5. Дизайн исследования | 5.1. Референсный метод | 5.2. Индексный тест (приложение) | 6. Популяция исследования
Submission_Build_v2.8/05_Clinical/Uroflow_CSR_Authoring_Guide_v1.0_EN.docx,37,0,6,1. Purpose | 2. Inputs and dependencies | 3. Recommended CSR writing workflow | 4. Endpoint reporting checklist | 5. Suggested language for limitations | 6. QC and audit readiness
Submission_Build_v2.8/05_Clinical/Uroflow_CSR_Authoring_Guide_v1.0_RU.docx,37,0,6,1. Цель | 2. Входные документы | 3. Рекомендуемый процесс подготовки CSR | 4. Чек-лист по конечным точкам | 5. Типовые формулировки ограничений | 6. QC и готовность к аудиту
Submission_Build_v2.8/05_Clinical/Uroflow_CSR_Template_v1.0.docx,82,4,38,Document Control | Confidentiality statement | Table of Contents | List of Tables and Figures | Abbreviations | 1. Synopsis (Синопсис) | 2. Ethics and Regulatory Compliance | 3. Administrative Structure | 4. Introduction | 5. Objectives and Endpoints | 5.1 Primary objective | 5.2 Endpoints
Submission_Build_v2.8/05_Clinical/Uroflow_CSR_Template_v1.1_AUTOFILL.docx,103,4,39,Document Control | Confidentiality statement | Table of Contents | List of Tables and Figures | Abbreviations | 1. Synopsis (Синопсис) | 2. Ethics and Regulatory Compliance | 3. Administrative Structure | 4. Introduction | 5. Objectives and Endpoints | 5.1 Primary objective | 5.2 Endpoints
Submission_Build_v2.8/05_Clinical/Uroflow_CSR_Template_v1.1_AUTOFILL_RU.docx,103,4,39,Document Control | Confidentiality statement | Table of Contents | List of Tables and Figures | Abbreviations | 1. Synopsis (Синопсис) | 2. Ethics and Regulatory Compliance | 3. Administrative Structure | 4. Introduction | 5. Objectives and Endpoints | 5.1 Primary objective | 5.2 Endpoints
Submission_Build_v2.8/05_Clinical/Uroflow_Ethics_Submission_Cover_Letter_v1.0_RU.docx,38,1,5,Сопроводительное письмо | Краткое описание исследования | Оценка рисков и меры снижения | Конфиденциальность и данные | Прилагаемые документы
Submission_Build_v2.8/05_Clinical/Uroflow_ICF_PIS_v1.0_EN.docx,47,1,14,1. Invitation to participate | 2. Purpose of the study | 3. Why you have been invited | 4. What will happen if you take part | 5. What data will be collected | 6. Audio and video | 7. Risks and inconveniences | 8. Benefits | 9. Voluntary participation and withdrawal | 10. Confidentiality | 11. Contacts | 12. Informed Consent Form
Submission_Build_v2.8/05_Clinical/Uroflow_ICF_PIS_v1.0_RU.docx,47,1,14,"1. Приглашение к участию | 2. Цель исследования | 3. Почему вы приглашены | 4. Что будет, если вы согласитесь | 5. Какие данные будут собираться | 6. Аудио и видео | 7. Риски и неудобства | 8. Польза | 9. Добровольность участия и отказ | 10. Конфиденциальность | 11. Контакты | 12. Форма информированного согласия"
Submission_Build_v2.8/05_Clinical/Uroflow_P0_Pilot_Readiness_DR2_GoNoGo_v1.0_RU.docx,37,5,9,1. Цель документа | 2. Область применения | 3. Участники и подписи | 4. Заморозка конфигурации пилота (Pilot Freeze) | 5. Чек-лист готовности (Gate G0) | 6. Решение Go/No-Go | 7. Связанные доказательства (Evidence Pack) | Приложение A: Чек-лист дня запуска (Day 1) | Приложение B: Контактные лица
Submission_Build_v2.8/05_Clinical/Uroflow_Pilot_Config_Freeze_Record_v1.0_RU.docx,16,4,5,1. Назначение | 2. Версии и идентификаторы | 3. Поддерживаемые устройства и условия | 4. Пороги Quality Score (QS) и правила вывода результатов | 5. Подписи
Submission_Build_v2.8/05_Clinical/Uroflow_Pilot_Daily_Brief_Template_v1.0_EN.docx,22,5,7,1. General information | 2. Recruitment and participant flow | 3. Data and quality | 4. Issues and deviations | 5. Corrective actions (CAPA / preventive) | 6. Plan for next day | Sign-off
Submission_Build_v2.8/05_Clinical/Uroflow_Pilot_Daily_Brief_Template_v1.0_RU.docx,22,5,7,1. Общая информация | 2. Рекрутинг и поток участников | 3. Данные и качество | 4. Проблемы и отклонения | 5. Корректирующие действия (CAPA / preventive) | 6. План на следующий день | Подписи
Submission_Build_v2.8/05_Clinical/Uroflow_Pilot_DryRun_End2End_Report_v1.0_RU.docx,20,5,6,1. Цель | 2. Условия и исходные данные | 3. Шаги dry run и результаты | 4. Сгенерированные артефакты dry run | 5. Вывод и действия | 6. Подписи
Submission_Build_v2.8/05_Clinical/Uroflow_Pilot_Execution_Runbook_v1.0_EN.docx,58,3,12,1. Purpose and scope | 2. Key definitions | 3. Roles and responsibilities | 4. Start-of-day prerequisites | 4.1 Opening checklist | 5. Measurement procedure – step-by-step | 6. Re-test rules | 7. Daily operational QA | 8. Deviations and incidents | 9. End-of-day closeout | Appendix A. record_id coding | Appendix B. Minimum file set per record_id
Submission_Build_v2.8/05_Clinical/Uroflow_Pilot_Execution_Runbook_v1.0_RU.docx,59,3,12,1. Назначение и область применения | 2. Ключевые определения | 3. Роли и ответственность | 4. Предварительные условия до старта дня | 4.1 Чек-лист открытия смены | 5. Выполнение измерения – пошагово | 6. Правила повторения измерения (re-test) | 7. Ежедневная QA проверка данных (операционная) | 8. Обработка отклонений и инцидентов | 9. Закрытие дня | Приложение A. Стандартизированное кодирование record_id | Приложение B. Минимальный набор файлов на один record_id
Submission_Build_v2.8/05_Clinical/Uroflow_Recruitment_Materials_v1.0_RU.docx,21,1,4,1. Флаер/объявление (текст) | 2. Скрипт звонка (короткий) | 3. SMS/мессенджер (варианты) | 4. Скрипт информирования перед согласием (ключевые пункты)
Submission_Build_v2.8/05_Clinical/Uroflow_SAP_MethodComparison_v1.0.docx,97,3,28,0. Контроль версий и утверждение | 1. Область применения и контекст | 2. Цели исследования и гипотезы | 2.1. Основная цель | 2.2. Вторичные цели | 2.3. Формулировка гипотез | 3. Описание изделия и референсного метода | 4. Популяции анализа и наборы данных | 4.1. Единица анализа | 4.2. Наборы данных (analysis sets) | 4.3. Критерии качества и правила браковки | 5. Конечные точки и расчёт параметров
Submission_Build_v2.8/05_Clinical/Uroflow_Smartphone_Design_Clinical_Package_v1.0.docx,43,2,8,1. Data Dictionary для приложения и клинического исследования | 1.1. Условные обозначения | 1.2. Таблица полей (полная) | 2. Шаблон клинического отчёта (PDF) и текст для маркировки | 2.1. Страница 1: обязательные блоки | 2.2. Рекомендуемые формулировки предупреждений | 3. Requirements Traceability Matrix (RTM) | Приложение A. Глоссарий
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/1_Device_Description/Uroflow_EU_MDR_Device_Description_and_Specification_v1.0_EN.docx,32,1,6,1. Device identification | 2. Device overview | 3. Components and configuration | 4. Measurement outputs and specifications | 5. Clinical and technical limitations | 6. Accessories and interoperability
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/1_Device_Description/Uroflow_EU_MDR_Technical_Documentation_AnnexII_III_Pack_v1.0_EN.docx,56,0,13,1. Purpose and scope | 2. Intended use and claims guardrails | 3. Recommended Technical Documentation folder structure | 4. Annex II content map | 4.1 Device description and specification | 4.2 Information supplied by the manufacturer | 4.3 Design and manufacturing information | 4.4 GSPR checklist (Annex I) | 4.5 Risk management | 4.6 Product verification and validation | 5. Annex III content map | 6. EU-specific software documentation notes
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/2_Information_Supplied/Uroflow_IFU_Draft_v1.0_EN.docx,54,0,10,1. Intended use | 2. Limitations | 3. Device requirements | 4. Preparation | 5. Measurement procedure (Universal water-impact mode) | 6. Measurement quality (Quality score) | 7. Review and export | 8. Privacy and data | 9. Troubleshooting | 10. Technical specifications (reference)
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/2_Information_Supplied/Uroflow_IFU_Draft_v1.0_RU.docx,54,0,10,1. Назначение | 2. Ограничения применения | 3. Требования к устройству | 4. Подготовка | 5. Выполнение измерения (универсальный режим «в воду») | 6. Оценка качества (Quality score) | 7. Просмотр и экспорт результата | 8. Конфиденциальность и данные | 9. Устранение неполадок | 10. Технические характеристики (для справки)
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/2_Information_Supplied/Uroflow_Labeling_Claims_Alignment_v1.0_RU.docx,29,2,9,1. Назначение | 2. Базовый scope (Claim Set A) | 3. Библиотека утвержденных фраз (UI/Report/Marketing) | 3.1 UI - экран результата | 3.2 UI - предупреждения | 3.3 Отчет (PDF) | 3.4 Маркетинг/описание в сторе | 4. Чек‑лист согласования перед релизом | 5. Управление изменениями
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/3_Design_and_Manufacturing/Uroflow_EU_MDR_Design_and_Manufacturing_Information_v1.0_EN.docx,40,0,7,1. Overview | 2. Design controls and lifecycle | 3. Software development environment | 4. Configuration management | 5. Third-party software (SoUP) | 6. Distribution and installation | 7. Maintenance and post-market updates
Submission_Build_v2.8/06_EU_MDR/Annex_II_III_Submission_Folder/3_Design_and_Manufacturing/Uroflow_EU_MDR_Software_Architecture_Description_v1.0_EN.docx,50,0,7,1. Software overview | 2. System context | 3. High-level architecture | 4. Data flow (logical) | 5. Cybersecurity and privacy architecture | 6. SoUP inventory and controls | 7. References to controlled documents
